Unnamed: 0,additionalrooms,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,carpetarea,facing,floor,locality,neworold,opensides,overlooking,ownership,possesiondate,price,pricepersquare,projectname,roadfaceing,status,totalfloor
32968,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,"1,200 sq ft",,2,2 BHK Apartment ,,East,"1, ",Manjari,New,,,Co-Operative Society,,6900000.0,"₹ 5,750/ sq ft ",F5 Nandini Spring Fields,,Ready to move,7
32969,,5 - 6 years,"Car Parking,Power Backup","Lift Available,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",750 sq ft,1,2,2 BHK Apartment ,,East,,Sasane Nagar,Resale,1,Garden View,Co-Operative Society,,3500000.0,"₹ 4,666/ sq ft ",,25 feet,"Ready to move,Unfurnished",1
32970,,,"24 X 7 Security,Vaastu Compliant","Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","2,500 sq ft",,, Residential Plot ,,East,,Undri,Resale,1,,,,8000000.0,"₹ 3,200/ sq ft ",,20 feet,Unfurnished,
32971,,,"Vaastu Compliant,Jogging Track","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","3,900 sq ft",2,3,3 BHK Villa ,,NorthEast,,SHIVAJI HSG SOC,Resale,3,Road View,Co-Operative Society,,50000000.0,"₹ 12,820/ sq ft ",,,"Ready to move,Unfurnished",1
32972,1 rooms( pooja room ),,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,369 sq ft",2,3,3 BHK Apartment ,1013 sq ft,East,"6, ",Mahalunge,New,4,Garden View,Freehold,,8425000.0,"₹ 6,154/ sq ft ",Builder Luxurious Apartment,,Under Construction,12
32973,1 rooms( pooja room ),,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",676 sq ft,1,1,1 BHK Apartment ,500 sq ft,East,"4, ",Balewadi,New,4,Garden View,Freehold,,4883000.0,"₹ 7,223/ sq ft ",Builder Luxurious Apartment,,Under Construction,12
32974,1 rooms( pooja room ),0 - 1 year,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,373 sq ft",1,2,2 BHK Apartment ,943 sq ft,East,"7, ",Bavdhan,New,4,,,,7681000.0,"₹ 5,594/ sq ft ",Builder Luxurious Apartment,,Ready to move,12
32975,1 rooms( pooja room ),,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,150 sq ft",1,2,2 BHK Apartment ,851 sq ft,East,"4, ",Wakad,New,4,Garden View,Freehold,,7500000.0,"₹ 6,521/ sq ft ",Builder Luxurious Apartment,,Under Construction,12
32976,1 rooms( pooja room ),,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,674 sq ft",2,3,3 BHK Apartment ,1195 sq ft,East,"7, ",Bavdhan,New,4,Garden View,Freehold,,11800000.0,"₹ 7,048/ sq ft ",Builder Luxurious Apartment,,Under Construction,12
32977,,0 - 1 year,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",570 sq ft,1,1,1 BHK Apartment ,,,,Dhayari Phata,Resale,,,,,2200000.0,"₹ 3,859/ sq ft ",Builder pooja apartment dhayari phata,,"Ready to move,Unfurnished",
32978,,0 - 1 year,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",715 sq ft,1,1,2 BHK Apartment ,,,,Dhayari Phata,Resale,,Road View,,,3000000.0,"₹ 4,195/ sq ft ",Builder Ganesh prasad dhayari phata,,"Ready to move,Unfurnished",
32979,,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility",700 sq ft,1,1,1 BHK Apartment ,450 sq ft,,,Viman Nagar,Resale,,,,,6000000.0,"₹ 8,571/ sq ft ",Eden Garden,,"Ready to move,Unfurnished",
32980,,8 - 9 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens",750 sq ft,1,2,2 BHK Apartment ,600 sq ft,,,Sopan Baug,Resale,,,,,4600000.0,"₹ 6,133/ sq ft ",Raviraj Yellow Blossoms,,"Ready to move,Unfurnished",
32981,,7 - 8 years,"Car Parking,24 X 7 Security,Children's play area,Jogging Track,Intercom,Landscaped Gardens","Lift Available,Power Backup,Club House,Gymnasium,Swimming Pool,Sports Facility","1,050 sq ft",1,2,2 BHK Apartment ,800 sq ft,,,Viman Nagar,Resale,,,,,7900000.0,"₹ 7,523/ sq ft ",Lunkad Garden,,"Ready to move,Unfurnished",
32982,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,"2,036 sq ft",3,3,3 BHK Apartment ,1600 sq ft,,,Kharadi,Resale,,,,,13300000.0,"₹ 6,532/ sq ft ",Marvel Citrine,,"Ready to move,Unfurnished",
32983,,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,057 sq ft",1,2,2 BHK Apartment ,700 sq ft,,,Kondhwa,Resale,,,,,6200000.0,"₹ 5,865/ sq ft ",Raviraj Colorado,,"Ready to move,Unfurnished",
32984,,6 - 7 years,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Landscaped Gardens","Lift Available,Sports Facility","1,200 sq ft",2,2,2 BHK Apartment ,845 sq ft,,,Kondhwa,Resale,,,,,7000000.0,"₹ 5,833/ sq ft ",DSK Garden Enclave,,"Ready to move,Unfurnished",
32985,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,"1,600 sq ft",2,3,3 BHK Apartment ,,,,Hadapsar,Resale,,,,,13500000.0,"₹ 8,437/ sq ft ",Magarpatta Sylvania,,"Ready to move,Unfurnished",
32986,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens",585 sq ft,1,1,1 BHK Apartment ,400 sq ft,,,Kharadi,Resale,,,,,4200000.0,"₹ 7,179/ sq ft ",Pentagon Fortune East,,"Ready to move,Unfurnished",
32987,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom","Sports Facility,Landscaped Gardens","1,605 sq ft",2,2,2 BHK Apartment ,1100 sq ft,,,Hadapsar,Resale,,,,,14000000.0,"₹ 8,722/ sq ft ",Marvel Diva 1,,"Ready to move,Unfurnished",
32988,,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,125 sq ft",1,2,2 BHK Apartment ,800 sq ft,,,Wagholi,Resale,,,,,5200000.0,"₹ 4,622/ sq ft ",Bhandari Savannah,,"Ready to move,Unfurnished",
32989,,9 - 10 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Swimming Pool,Jogging Track","Gymnasium,Sports Facility,Landscaped Gardens","1,272 sq ft",2,3,3 BHK Apartment ,900 sq ft,,,Mundhwa,Resale,,,,,9200000.0,"₹ 7,232/ sq ft ",Oxford Florida Estate,,"Ready to move,Unfurnished",
32990,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Golf Course,Cafeteria,Rain Water Harvesting,Multipurpose Room",Landscaped Gardens,"1,800 sq ft",2,3,3 BHK Apartment ,1200 sq ft,,,Mundhwa,Resale,,,,,12500000.0,"₹ 6,944/ sq ft ",Rohan Ishita,,"Ready to move,Unfurnished",
32991,,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,550 sq ft",2,3,3 BHK Apartment ,1100 sq ft,,,Pingale Wasti,Resale,,,,,9500000.0,"₹ 6,129/ sq ft ",KUL Parc Valencia,,"Ready to move,Unfurnished",
32992,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom","Sports Facility,Landscaped Gardens","4,040 sq ft",3,4,4 BHK Apartment ,3300 sq ft,,,Hadapsar,Resale,,,,,30000000.0,"₹ 7,425/ sq ft ",Marvel Diva 1,,"Ready to move,Unfurnished",
32993,,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,000 sq ft",1,2,2 BHK Apartment ,700 sq ft,,,Kharadi,Resale,,,,,6600000.0,"₹ 6,600/ sq ft ",Bhandari Everglade,,"Ready to move,Unfurnished",
32994,,7 - 8 years,"Lift Available,Car Parking,Power Backup,Children's play area,Gymnasium,Swimming Pool","24 X 7 Security,Club House,Sports Facility,Jogging Track,Landscaped Gardens","1,622 sq ft",2,3,3 BHK Apartment ,1100 sq ft,,,Kondhwa,Resale,,,,,10500000.0,"₹ 6,473/ sq ft ",Mayfair Eleganza Phase 2,,"Ready to move,Unfurnished",
32995,,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"2,550 sq ft",,,3 BHK Apartment ,2100 sq ft,,,Koregaon Park,Resale,,,,,30000000.0,"₹ 11,764/ sq ft ",Kolte Patil Lapis Lazuli,,"Ready to move,Unfurnished",
32996,,6 - 7 years,"Car Parking,Children's play area,Jogging Track","Lift Available,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,150 sq ft",2,2,2 BHK Apartment ,,North,"3, ",Viman Nagar,Resale,,"Road View, Garden View",Freehold,,5000000.0,"₹ 4,347/ sq ft ",Gokul Elegance,,"Ready to move,Unfurnished",10
32997,,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,300 sq ft",2,1,2 BHK Apartment ,,West,"9, ",Vishrantwadi,Resale,,"Road View, Garden View",Freehold,,7500000.0,"₹ 5,769/ sq ft ",Mittal Treedom Park,,"Ready to move,Unfurnished",11
32998,,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,785 sq ft,2,2,2 BHK Apartment ,,,,NIBM Annex Mohammadwadi,Resale,,,,,4500000.0,"₹ 5,732/ sq ft ",Kolte Patil Margosa Heights,,"Ready to move,Unfurnished",
32999,,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,667 sq ft,1,1,1 BHK Apartment ,,,,Wagholi,Resale,,,,,3600000.0,"₹ 5,397/ sq ft ",F5 Silver Crest,,"Ready to move,Unfurnished",
33000,,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Staff Quarter,Multipurpose Room,Landscaped Gardens",Children's play area,"2,865 sq ft",3,4,4 BHK Apartment ,2400 sq ft,,,Mundhwa,Resale,,,,,30000000.0,"₹ 10,471/ sq ft ",Panchshil Satellite Towers,,"Ready to move,Unfurnished",
33001,,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,"1,230 sq ft",1,2,2 BHK Apartment ,,,,Mundhwa,Resale,,,,,6700000.0,"₹ 5,447/ sq ft ",The Venkatesh Flora,,"Ready to move,Unfurnished",
33002,,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",,"2,865 sq ft",2,3,3 BHK Apartment ,2500 sq ft,,,Hadapsar,Resale,,,,,19000000.0,"₹ 6,631/ sq ft ",Marvel Ritz,,"Ready to move,Unfurnished",
33003,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"2,500 sq ft",2,3,3 BHK Apartment ,2200 sq ft,,,Kharadi,Resale,,,,,20000000.0,"₹ 8,000/ sq ft ",Geras Trinity Towers,,"Ready to move,Unfurnished",
33004,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,270 sq ft",2,3,3 BHK Apartment ,900 sq ft,,,Kharadi,Resale,,,,,8300000.0,"₹ 6,535/ sq ft ",Shubh Mio Palazzo,,"Ready to move,Unfurnished",
33005,,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",,938 sq ft,1,2,2 BHK Apartment ,,,,Wagholi,Resale,,,,,4000000.0,"₹ 4,264/ sq ft ",Sukhwani Palms,,"Ready to move,Unfurnished",
33006,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom","Sports Facility,Landscaped Gardens","4,500 sq ft",3,4,4 BHK Apartment ,4100 sq ft,,,Hadapsar,Resale,,,,,30000000.0,"₹ 6,666/ sq ft ",Marvel Diva 1,,"Ready to move,Unfurnished",
33007,,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Club House,Swimming Pool,Sports Facility","2,100 sq ft",2,3,3 BHK Apartment ,1700 sq ft,,,Viman Nagar,Resale,,,,,16500000.0,"₹ 7,857/ sq ft ",Atur James Court,,"Ready to move,Unfurnished",
33008,,8 - 9 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Landscaped Gardens",Sports Facility,"2,900 sq ft",3,4,4 BHK Apartment ,2400 sq ft,,,NIBM Annex Mohammadwadi,Resale,,,,,18000000.0,"₹ 6,206/ sq ft ",Karia Konark Indrayu Enclave I,,"Ready to move,Unfurnished",
33009,,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,442 sq ft",1,2,3 BHK Apartment ,,,,Hadapsar,New,,,,,11000000.0,"₹ 7,628/ sq ft ",Prithvi Presidio,,Ready to move,
33010,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","2,100 sq ft",2,3,3 BHK Apartment ,1800 sq ft,,,Hadapsar,Resale,,,,,16000000.0,"₹ 7,619/ sq ft ",Amanora Amanora Park Town,,"Ready to move,Unfurnished",
33011,,8 - 9 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","1,500 sq ft",2,3,3 BHK Apartment ,1200 sq ft,,,Sopan Baug,Resale,,,,,12500000.0,"₹ 8,333/ sq ft ",Raviraj Yellow Blossoms,,"Ready to move,Unfurnished",
33012,,6 - 7 years,"Car Parking,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Lift Available,Power Backup,24 X 7 Security,Sports Facility","1,994 sq ft",2,3,3 BHK Apartment ,1500 sq ft,,,Sopan Baug,Resale,,,,,17500000.0,"₹ 8,776/ sq ft ",Goel Ganga Melrose,,"Ready to move,Unfurnished",
33013,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",,"1,500 sq ft",3,3,3 BHK Apartment ,,,,Kondhwa,Resale,,,,,10000000.0,"₹ 6,666/ sq ft ",Sobha Garnet,,"Ready to move,Unfurnished",
33014,,6 - 7 years,"Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Jogging Track,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Sports Facility","1,495 sq ft",2,3,3 BHK Apartment ,1100 sq ft,,,Kondhwa,Resale,,,,,9000000.0,"₹ 6,020/ sq ft ",Goel Ganga Hillmist Garden,,"Ready to move,Unfurnished",
33015,,19 - 20 years,"Car Parking,Jogging Track","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,600 sq ft",,2,3 BHK Independent House ,,East,"1, ",Navi Peth,Resale,4,"Road View, Garden View",Freehold,,17500000.0,"₹ 10,937/ sq ft ",,,"Ready to move,Unfurnished",1
33016,"3 rooms( study room, servant room, pooja room )",5 years,Car Parking,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,350 sq ft",1,2,3 BHK Apartment ,1050 sq ft,West,"3, ",Pimple Saudagar,Resale,2,,,,8100000.0,"₹ 6,000/ sq ft ",Paras Residency,100 feet,"Ready to move,Unfurnished",6
33017,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility,"1,085 sq ft",1,2,2 BHK Apartment ,,,,Hadapsar,Resale,,,,,7700000.0,"₹ 7,096/ sq ft ",Kumar Picasso,,"Ready to move,Unfurnished",
33018,,,"Lift Available,Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","24 X 7 Security,Jogging Track","1,500 sq ft",1,2,3 BHK Apartment ,,,,Hadapsar,Resale,,,,,7000000.0,"₹ 4,666/ sq ft ",Jhala BK Jhala Manjari Greens 5,,"Ready to move,Unfurnished",
33019,1 rooms( pooja room ),,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall",Sports Facility,"1,450 sq ft",2,3,3 BHK Apartment ,1073 sq ft,,,Wakad,New,,,,Dec 2020,9440000.0,"₹ 6,510/ sq ft ",Kolte Patil Western Avenue,,Under Construction,
33020,,9 - 10 years,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",580 sq ft,1,1,1 BHK Apartment ,,West,"1, ",Tingre Nagar,Resale,3,Road View,Freehold,,2890000.0,"₹ 4,982/ sq ft ",,30 feet,"Ready to move,Unfurnished",3
